stock_code,stock_name,stock_name_chi
484,FORGAME HOLDINGS LIMITED,雲遊控股
485,CHINA SINOSTAR GROUP COMPANY LIMITED,中國華星
486,"UNITED COMPANY RUSAL,INTERNATIONAL PUBLIC JOINT-STOCK COMPANY",俄鋁
487,SUCCESS UNIVERSE GROUP LIMITED,實德環球
488,LAI SUN DEVELOPMENT COMPANY LIMITED,麗新發展
489,DONGFENG MOTOR GROUP COMPANY LIMITED,東風集團股份
491,EMPEROR CULTURE GROUP LIMITED,英皇文化產業
493,GOME RETAIL HOLDINGS LIMITED,國美零售
495,PALADIN LTD,PALADIN
496,KASEN INTERNATIONAL HOLDINGS LIMITED,卡森國際
497,CSI PROPERTIES LIMITED,資本策略地產
498,BLUE RIVER HOLDINGS LIMITED,藍河控股
499,QINGDAO HOLDINGS INTERNATIONAL LIMITED,青島控股
500,FRONTIER SERVICES GROUP LIMITED,先豐服務集團
503,LANSEN PHARMACEUTICAL HOLDINGS LIMITED,朗生醫藥
505,XINGYE ALLOY MATERIALS GROUP LIMITED,興業合金
506,CHINA FOODS LIMITED,中國食品
508,DINGYI GROUP INVESTMENT LIMITED,鼎億集團投資
509,CENTURY SUNSHINE GROUP HOLDINGS LIMITED,世紀陽光
510,CASH FINANCIAL SERVICES GROUP LIMITED,時富金融服務集團
511,TELEVISION BROADCASTS LIMITED,電視廣播
512,CHINA GRAND PHARMACEUTICAL AND HEALTHCARE HOLDINGS LIMITED,遠大醫藥
513,CONTINENTAL HOLDINGS LIMITED,恆和集團
515,CHINA SILVER TECHNOLOGY HOLDINGS LIMITED,中華銀科技
517,"COSCO SHIPPING INTERNATIONAL (HONG KONG) CO., LTD.",中遠海運國際
518,TUNGTEX (HOLDINGS) CO. LTD,同得仕(集團)
519,APPLIED DEVELOPMENT HOLDINGS LIMITED,實力建業
520,"XIABUXIABU CATERING MANAGEMENT (CHINA) HOLDINGS CO., LTD.",呷哺呷哺
521,CWT INTERNATIONAL LIMITED,CWT INT'L
522,ASM PACIFIC TECHNOLOGY LIMITED,ASM PACIFIC
524,GREAT WALL BELT & ROAD HOLDINGS LIMITED,長城一帶一路
525,GUANGSHEN RAILWAY COMPANY LIMITED,廣深鐵路股份
526,CHINA AUTOMOBILE NEW RETAIL (HOLDINGS) LIMITED,中國汽車新零售
527,CHINA RUIFENG RENEWABLE ENERGY HOLDINGS LIMITED,瑞風新能源
528,KINGDOM HOLDINGS LIMITED,金達控股
529,SIS INTERNATIONAL HOLDINGS LIMITED,SIS INT'L
530,GOLDIN FINANCIAL HOLDINGS LIMITED,高銀金融
531,SAMSON HOLDING LTD.,順誠
532,WONG'S KONG KING INTERNATIONAL (HOLDINGS) LTD,WKK INTL (HOLD)
533,GOLDLION HOLDINGS LIMITED,金利來集團
535,GEMDALE PROPERTIES AND INVESTMENT CORPORATION LIMITED,金地商置
536,TRADELINK ELECTRONIC COMMERCE LIMITED,貿易通
538,AJISEN (CHINA) HOLDINGS LIMITED,味千(中國)
539,VICTORY CITY INTERNATIONAL HOLDINGS LIMITED,冠華國際控股
540,SPEEDY GLOBAL HOLDINGS LIMITED,迅捷環球控股
542,TFG INTERNATIONAL GROUP LIMITED,富元國際集團
543,PACIFIC ONLINE LIMITED,太平洋網絡
544,DAIDO GROUP LIMITED,大同集團
546,FUFENG GROUP LIMITED,阜豐集團
547,DIGITAL DOMAIN HOLDINGS LIMITED,數字王國
548,SHENZHEN EXPRESSWAY COMPANY LIMITED,深圳高速公路股份
550,KK CULTURE HOLDINGS LIMITED,KK文化
551,YUE YUEN INDUSTRIAL (HOLDINGS) LIMITED,裕元集團
552,CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED,中國通信服務
553,NANJING PANDA ELECTRONICS COMPANY LIMITED,南京熊貓電子股份
554,HANS ENERGY COMPANY LIMITED,漢思能源
556,PAN ASIA ENVIRONMENTAL PROTECTION GROUP LIMITED,泛亞環保
557,CHINA TIAN YUAN HEALTHCARE GROUP LIMITED,天元醫療
558,L.K. TECHNOLOGY HOLDINGS LIMITED,力勁科技
559,DETAI NEW ENERGY GROUP LIMITED,德泰新能源集團
560,CHU KONG SHIPPING ENTERPRISES (GROUP) COMPANY LIMITED,珠江船務
563,SHANGHAI INDUSTRIAL URBAN DEVELOPMENT GROUP LIMITED,上實城市開發
564,ZHENGZHOU COAL MINING MACHINERY GROUP COMPANY LIMITED,鄭煤機
565,ART GROUP HOLDINGS LIMITED,錦藝集團控股
567,DAISHO MICROLINE HOLDINGS LIMITED,大昌微綫集團
568,SHANDONG MOLONG PETROLEUM MACHINERY COMPANY LIMITED,山東墨龍
570,CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LIMITED,中國中藥
571,ESUN HOLDINGS LIMITED,豐德麗控股
572,FUTURE WORLD HOLDINGS LIMITED,未來世界控股
573,TAO HEUNG HOLDINGS LIMITED,稻香控股
574,PA SHUN INTERNATIONAL HOLDINGS LIMITED,百信國際
575,ENDURANCE RP LIMITED,壽康集團
576,"ZHEJIANG EXPRESSWAY CO., LTD.",浙江滬杭甬
577,SOUTH SHORE HOLDINGS LIMITED,南岸集團
578,ROSAN RESOURCES HOLDINGS LIMITED,融信資源
579,"BEIJING JINGNENG CLEAN ENERGY CO., LIMITED",京能清潔能源
580,SUN.KING TECHNOLOGY GROUP LIMITED,賽晶科技
581,CHINA ORIENTAL GROUP COMPANY LIMITED,中國東方集團
582,LANDING INTERNATIONAL DEVELOPMENT LIMITED,藍鼎國際
583,GREAT WALL PAN ASIA HOLDINGS LIMITED,長城環亞控股
585,IMAGI INTERNATIONAL HOLDINGS LIMITED,意馬國際
586,CHINA CONCH VENTURE HOLDINGS LIMITED,海螺創業
588,BEIJING NORTH STAR COMPANY LIMITED,北京北辰實業股份
589,JIANZHONG CONSTRUCTION DEVELOPMENT LIMITED,建中建設
590,LUK FOOK HOLDINGS (INTERNATIONAL) LIMITED,六福集團
591,CHINA HIGH PRECISION AUTOMATION GROUP LIMITED,中國高精密
592,BOSSINI INTERNATIONAL HOLDINGS LIMITED,BOSSINI INT'L
593,DREAMEAST GROUP LIMITED,夢東方
595,AV CONCEPT HOLDINGS LIMITED,AV CONCEPT HOLD
596,INSPUR INTERNATIONAL LIMITED,浪潮國際
598,SINOTRANS LIMITED,中國外運
599,E. BON HOLDINGS LIMITED,怡邦行控股
600,CHINA INFRASTRUCTURE INVESTMENT LIMITED,中國基建投資
601,RARE EARTH MAGNESIUM TECHNOLOGY GROUP HOLDINGS LIMITED,稀鎂科技
602,JIAHUA STORES HOLDINGS LIMITED,佳華百貨控股
603,CHINA OIL AND GAS GROUP LIMITED,中油燃氣
604,SHENZHEN INVESTMENT LIMITED,深圳控股
605,CHINA FINANCIAL SERVICES HOLDINGS LIMITED,中國金融投資管理
606,SCE INTELLIGENT COMMERCIAL MANAGEMENT HOLDINGS LIMITED,中駿商管
607,FULLSHARE HOLDINGS LIMITED,豐盛控股
608,HIGH FASHION INTERNATIONAL LIMITED,達利國際
609,TIANDE CHEMICAL HOLDINGS LIMITED,天德化工
610,WAI KEE HOLDINGS LIMITED,WAI KEE HOLD
611,CHINA NUCLEAR ENERGY TECHNOLOGY CORPORATION LIMITED,中國核能科技
612,CHINA INVESTMENT FUND COMPANY LIMITED,中國投資基金公司
613,PLANETREE INTERNATIONAL DEVELOPMENT LIMITED,梧桐國際
616,EMINENCE ENTERPRISE LIMITED,高山企業
617,PALIBURG HOLDINGS LIMITED,百利保控股
618,PEKING UNIVERSITY RESOURCES (HOLDINGS) COMPANY LIMITED,北大資源
619,SOUTH CHINA FINANCIAL HOLDINGS LIMITED,南華金融
620,DTXS SILK ROAD INVESTMENT HOLDINGS COMPANY LIMITED,大唐西市
621,TAUNG GOLD INTERNATIONAL LIMITED,壇金礦業
622,OSHIDORI INTERNATIONAL HOLDINGS LIMITED,威華達控股
623,SINOMEDIA HOLDING LIMITED,中視金橋
625,RREEF CHINA COMMERCIAL TRUST,睿富房地產基金
626,PUBLIC FINANCIAL HOLDINGS LIMITED,大眾金融控股
627,"FULLSUN INTERNATIONAL HOLDINGS GROUP CO., LIMITED",福晟國際
628,"GOME FINANCE TECHNOLOGY CO., LTD.",國美金融科技
629,YUE DA INTERNATIONAL HOLDINGS LIMITED,悅達國際控股
630,AMCO UNITED HOLDING LIMITED,雋泰控股
631,SANY HEAVY EQUIPMENT INTERNATIONAL HOLDINGS COMPANY LIMITED,三一國際
632,CHK OIL LIMITED,中港石油
633,CHINA ALL ACCESS (HOLDINGS) LIMITED,中國全通
635,PLAYMATES HOLDINGS LIMITED,彩星集團
636,KERRY LOGISTICS NETWORK LIMITED,嘉里物流
637,LEE KEE HOLDINGS LIMITED,利記
638,KIN YAT HOLDINGS LIMITED,建溢集團
639,SHOUGANG FUSHAN RESOURCES GROUP LIMITED,首鋼資源
640,INFINITY DEVELOPMENT HOLDINGS COMPANY LIMITED,星謙發展
641,CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恆天立信國際
643,CARRY WEALTH HOLDINGS LIMITED,恆富控股
645,ARES ASIA LIMITED,安域亞洲
646,CHINA ENVIRONMENTAL TECHNOLOGY HOLDINGS LIMITED,中國環保科技
648,CHINA WAH YAN HEALTHCARE LIMITED-NEW,中國華仁醫療-新
650,IDG ENERGY INVESTMENT LIMITED,IDG能源投資
651,CHINA OCEAN INDUSTRY GROUP LIMITED,中海重工
653,BONJOUR HOLDINGS LIMITED,卓悅控股
655,HONGKONG CHINESE LIMITED,香港華人有限公司
656,FOSUN INTERNATIONAL LIMITED,復星國際
657,G-VISION INTERNATIONAL (HOLDINGS) LIMITED,環科國際
658,"CHINA HIGH SPEED TRANSMISSION EQUIPMENT GROUP CO., LTD.",中國高速傳動
659,NWS HOLDINGS LIMITED,新創建集團
660,WAI CHUN BIO-TECHNOLOGY LIMITED,瑋俊生物科技
661,CHINA DAYE NON-FERROUS METALS MINING LIMITED,中國大冶有色金屬
662,ASIA FINANCIAL HOLDINGS LIMITED,亞洲金融
663,KING STONE ENERGY GROUP LIMITED,金山能源
665,HAITONG INTERNATIONAL SECURITIES GROUP LIMITED,海通國際
667,CHINA EAST EDUCATION HOLDINGS LIMITED,中國東方教育
668,DOYEN INTERNATIONAL HOLDINGS LIMITED,東銀國際控股
669,TECHTRONIC INDUSTRIES CO. LTD.,創科實業
670,CHINA EASTERN AIRLINES CORPORATION LIMITED,中國東方航空股份
672,ZHONG AN GROUP LIMITED,眾安集團
673,CHINA HEALTH GROUP LIMITED,中國衛生集團
674,CHINA TANGSHANG HOLDINGS LIMITED,中國唐商
675,K & P INTERNATIONAL HOLDINGS LIMITED,堅寶國際
676,PEGASUS INTERNATIONAL HOLDINGS LIMITED,創信國際
677,GOLDEN RESOURCES DEVELOPMENT INTERNATIONAL LIMITED,金源米業
678,GENTING HONG KONG LIMITED,雲頂香港
679,ASIA TELE-NET AND TECHNOLOGY CORPORATION LIMITED,亞洲聯網科技
680,NAN HAI CORPORATION LIMITED,南海控股
681,CHINESE PEOPLE HOLDINGS COMPANY LIMITED,中民控股
682,CHAODA MODERN AGRICULTURE (HOLDINGS) LIMITED,超大現代
683,KERRY PROPERTIES LIMITED,嘉里建設
684,ALLAN INTERNATIONAL HOLDINGS LIMITED,亞倫國際
685,MEDIA CHINESE INTERNATIONAL LIMITED,世界華文媒體
686,"BEIJING ENERGY INTERNATIONAL HOLDING CO., LTD",北京能源國際
687,TYSAN HOLDINGS LIMITED,泰昇集團
688,CHINA OVERSEAS LAND & INVESTMENT LIMITED,中國海外發展
689,EPI (HOLDINGS) LIMITED,長盈集團(控股)
690,UNI-BIO SCIENCE GROUP LIMITED,聯康生物科技集團
691,CHINA SHANSHUI CEMENT GROUP LIMITED,山水水泥
693,TAN CHONG INTERNATIONAL LIMITED,陳唱國際
694,BEIJING CAPITAL INTERNATIONAL AIRPORT COMPANY LIMITED,北京首都機場股份
695,DONGWU CEMENT INTERNATIONAL LIMITED,東吳水泥
696,TRAVELSKY TECHNOLOGY LIMITED,中國民航信息網絡
697,SHOUCHENG HOLDINGS LIMITED,首程控股
698,TONGDA GROUP HOLDINGS LIMITED,通達集團
700,TENCENT HOLDINGS LIMITED,騰訊控股
701,CNT GROUP LIMITED,CNT GROUP
702,SINO OIL AND GAS HOLDINGS LIMITED,中國油氣控股
703,FUTURE BRIGHT HOLDINGS LIMITED,FUTURE BRIGHT
704,HUSCOKE HOLDINGS LIMITED,和嘉控股
706,BEAUTIFUL CHINA HOLDINGS COMPANY LIMITED,美麗中國控股
707,ASIA TELEVISION HOLDINGS LIMITED,亞洲電視控股
708,CHINA EVERGRANDE NEW ENERGY VEHICLE GROUP LIMITED,恆大汽車
709,GIORDANO INTERNATIONAL LIMITED,佐丹奴國際
710,BOE VARITRONIX LIMITED,京東方精電
711,ASIA ALLIED INFRASTRUCTURE HOLDINGS LIMITED,亞洲聯合基建控股
712,COMTEC SOLAR SYSTEMS GROUP LIMITED,卡姆丹克太陽能
713,WORLD HOUSEWARE (HOLDINGS) LIMITED,世界(集團)
715,CHINA OCEANWIDE HOLDINGS LIMITED,中泛控股
716,SINGAMAS CONTAINER HOLDINGS LIMITED,勝獅貨櫃
717,EMPEROR CAPITAL GROUP LIMITED,英皇證券
718,TAI UNITED HOLDINGS LIMITED,太和控股
719,SHANDONG XINHUA PHARMACEUTICAL COMPANY LIMITED,山東新華製藥股份
720,AUTO ITALIA HOLDINGS LIMITED,意達利控股
721,CHINA FINANCIAL INTERNATIONAL INVESTMENTS LIMITED,中國金融國際
722,UMP HEALTHCARE HOLDINGS LIMITED,聯合醫務
723,RELIANCE GLOBAL HOLDINGS LIMITED,信保環球控股
724,RUIXIN INTERNATIONAL HOLDINGS LIMITED,瑞鑫國際集團
725,PERENNIAL INTERNATIONAL LIMITED,恆都集團
726,DIT GROUP LIMITED,築友智造科技
727,CROWN INTERNATIONAL CORPORATION LIMITED,皇冠環球集團
728,CHINA TELECOM CORPORATION LIMITED,中國電信
729,FDG ELECTRIC VEHICLES LIMITED,五龍電動車
730,SHOUGANG CONCORD GRAND (GROUP) LIMITED,SHOUGANG GRAND
731,SAMSON PAPER HOLDINGS LIMITED,森信紙業集團
732,TRULY INTERNATIONAL HOLDINGS LIMITED,信利國際
733,HOPEFLUENT GROUP HOLDINGS LIMITED,合富輝煌
736,CHINA PROPERTIES INVESTMENT HOLDINGS LIMITED,中國置業投資
737,SZ INVESTMENT HLDGS BAY AREA DEV CO LTD -HKD TRADED SHARES,灣區發展
738,LE SAUNDA HOLDINGS LIMITED,萊爾斯丹
743,ASIA CEMENT (CHINA) HOLDINGS CORPORATION,亞洲水泥(中國)
745,CHINA NATIONAL CULTURE GROUP LIMITED,中國國家文化產業
746,LEE & MAN CHEMICAL COMPANY LIMITED,理文化工
747,SHENYANG PUBLIC UTILITY HOLDINGS COMPANY LIMITED,瀋陽公用發展股份
750,CHINA SHUIFA SINGYES ENERGY HOLDINGS LIMITED,水發興業能源
751,SKYWORTH GROUP LIMITED,創維集團
752,PICO FAR EAST HOLDINGS LIMITED,PICO FAR EAST
753,AIR CHINA LIMITED,中國國航
754,HOPSON DEVELOPMENT HOLDINGS LIMITED,合生創展集團
755,SHANGHAI ZENDAI PROPERTY LIMITED,上海証大
756,SUMMI (GROUP) HOLDINGS LIMITED,森美控股
757,SOLARGIGA ENERGY HOLDINGS LIMITED,陽光能源
758,MACROLINK CAPITAL HOLDINGS LIMITED,新華聯資本
759,CEC INTERNATIONAL HOLDINGS LIMITED,CEC INT'L HOLD
760,TALENT PROPERTY GROUP LIMITED,新天地產集團
762,CHINA UNICOM (HONG KONG) LIMITED,中國聯通
763,ZTE CORPORATION,中興通訊
764,ETERNITY INVESTMENT LIMITED,永恆策略
765,PERFECTECH INTERNATIONAL HOLDINGS LTD.,PERFECTECH INTL
766,SINO PROSPER (GROUP) HOLDINGS LIMITED,中盈集團控股
767,ZHONG JI LONGEVITY SCIENCE GROUP LIMITED,中基長壽科學
768,UBA INVESTMENTS LIMITED,開明投資
769,CHINA RARE EARTH HOLDINGS LIMITED,中國稀土
770,SHANGHAI INTERNATIONAL SHANGHAI GROWTH INVESTMENT LIMITED,SHANGHAI GROWTH
771,AUTOMATED SYSTEMS HOLDINGS LIMITED,自動系統
772,CHINA LITERATURE LIMITED,閱文集團
775,"CK LIFE SCIENCES INT'L., (HOLDINGS) INC.",長江生命科技
776,IMPERIUM GROUP GLOBAL HOLDINGS LIMITED,帝國集團環球控股
777,NETDRAGON WEBSOFT HOLDINGS LIMITED,網龍
778,FORTUNE REAL ESTATE INVESTMENT TRUST,置富產業信託
780,TONGCHENG-ELONG HOLDINGS LIMITED,同程藝龍
784,LING YUI HOLDINGS LIMITED,凌銳控股
787,GLOBAL BRANDS GROUP HOLDING LIMITED,利標品牌
788,CHINA TOWER CORPORATION LIMITED,中國鐵塔
789,ARTINI HOLDINGS LIMITED,雅天妮集團
794,COME SURE GROUP (HOLDINGS) LIMITED,錦勝集團(控股)
797,7ROAD HOLDINGS LIMITED,第七大道
798,CHINA ELECTRONICS OPTICS VALLEY UNION HOLDING COMPANY LIMITED,中電光谷
799,IGG INC,IGG INC
800,A8 NEW MEDIA GROUP LIMITED,A8新媒體
802,CHINA E-WALLET PAYMENT GROUP LIMITED,中國錢包
803,PROSPERITY INTERNATIONAL HOLDINGS (H.K.) LIMITED,昌興國際
804,PINESTONE CAPITAL LIMITED,鼎石資本
806,VALUE PARTNERS GROUP LIMITED,惠理集團
807,SIIC ENVIRONMENT HOLDINGS LTD.,上海實業環境
808,PROSPERITY REAL ESTATE INVESTMENT TRUST,泓富產業信託
809,GLOBAL BIO-CHEM TECHNOLOGY GROUP COMPANY LIMITED,大成生化科技
810,CHINA INTERNET INVESTMENT FINANCE HOLDINGS LIMITED,中國互聯網投資
811,"XINHUA WINSHARE PUBLISHING AND MEDIA CO., LTD.",新華文軒
812,SOUTHWEST SECURITIES INTERNATIONAL SECURITIES LIMITED,西證國際證券
813,SHIMAO GROUP HOLDINGS LIMITED,世茂集團
814,BEIJING JINGKELONG COMPANY LIMITED,北京京客隆
815,CHINA SILVER GROUP LIMITED,中國白銀集團
817,CHINA JINMAO HOLDINGS GROUP LIMITED,中國金茂
818,HI SUN TECHNOLOGY (CHINA) LIMITED,高陽科技
819,TIANNENG POWER INTERNATIONAL LIMITED,天能動力
820,HSBC CHINA DRAGON FUND,匯豐中國翔龍基金
821,VALUE CONVERGENCE HOLDINGS LIMITED,匯盈控股
822,KA SHUI INTERNATIONAL HOLDINGS LIMITED,嘉瑞國際
823,LINK REAL ESTATE INVESTMENT TRUST,領展房產基金
825,NEW WORLD DEPARTMENT STORE CHINA LIMITED,新世界百貨中國
826,TIANGONG INTERNATIONAL COMPANY LIMITED,天工國際
827,KO YO CHEMICAL (GROUP) LIMITED,玖源集團
828,DYNASTY FINE WINES GROUP LIMITED,王朝酒業
829,SHENGUAN HOLDINGS (GROUP) LIMITED,神冠控股
830,CHINA STATE CONSTRUCTION DEVELOPMENT HOLDINGS LIMITED,中國建築興業
831,CONVENIENCE RETAIL ASIA LIMITED,利亞零售
832,CENTRAL CHINA REAL ESTATE LIMITED,建業地產
833,ALLTRONICS HOLDINGS LIMITED,華訊
834,CHINA KANGDA FOOD COMPANY LIMITED,康大食品
836,CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED,華潤電力
837,CARPENTER TAN HOLDINGS LIMITED,譚木匠
838,EVA PRECISION INDUSTRIAL HOLDINGS LIMITED,億和控股
839,CHINA EDUCATION GROUP HOLDINGS LIMITED,中教控股
840,XINJIANG TIANYE WATER SAVING IRRIGATION SYSTEM COMPANY LIMITED,天業節水
841,ASIA CASSAVA RESOURCES HOLDINGS LIMITED,木薯資源
842,LEOCH INTERNATIONAL TECHNOLOGY LIMITED,理士國際
844,GREATIME INTERNATIONAL HOLDINGS LIMITED LIMITED,廣泰國際控股
845,GLORIOUS PROPERTY HOLDINGS LIMITED,恆盛地產
846,MINGFA GROUP (INTERNATIONAL) COMPANY LIMITED,明發集團
848,MAOYE INTERNATIONAL HOLDINGS LIMITED,茂業國際
851,SHENG YUAN HOLDINGS LIMITED,盛源控股
852,STRONG PETROCHEMICAL HOLDINGS LIMITED,海峽石油化工
853,MICROPORT SCIENTIFIC CORPORATION -100,微創醫療(一百)
854,WILLAS-ARRAY ELECTRONICS (HOLDINGS) LIMITED,威雅利
855,CHINA WATER AFFAIRS GROUP LIMITED,中國水務
856,VSTECS HOLDINGS LIMITED,偉仕佳杰
857,PETROCHINA COMPANY LIMITED,中國石油股份
858,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,精優藥業
859,ZHONGCHANG INTERNATIONAL HOLDINGS GROUP LIMITED,中昌國際控股
860,APOLLO FUTURE MOBILITY GROUP LIMITED,力世紀
861,DIGITAL CHINA HOLDINGS LIMITED,神州控股
862,VISION VALUES HOLDINGS LIMITED,遠見控股
863,BC TECHNOLOGY GROUP LIMITED,BC科技集團
864,WING LEE PROPERTY INVESTMENTS LIMITED,永利地產發展
865,JIANDE INTERNATIONAL HOLDINGS LIMITED,建德國際控股
866,CHINA QINFA GROUP LIMITED,中國秦發
867,CHINA MEDICAL SYSTEM HOLDINGS LIMITED,康哲藥業
868,XINYI GLASS HOLDINGS LIMITED-1K,信義玻璃(一千)
869,PLAYMATES TOYS LIMITED,彩星玩具
871,CHINA DREDGING ENVIRONMENT PROTECTION HOLDINGS LIMITED,中國疏浚環保
872,TUS INTERNATIONAL LIMITED,啟迪國際
873,SHIMAO SERVICES HOLDINGS LIMITED,世茂服務
874,"GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS CO., LTD.",白雲山
875,CHINA FINANCE INVESTMENT HOLDINGS LIMITED,中國金控
876,KAISA HEALTH GROUP HOLDINGS LIMITED,佳兆業健康
878,SOUNDWILL HOLDINGS LIMITED,金朝陽集團
880,SJM HOLDINGS LIMITED,澳博控股
881,ZHONGSHENG GROUP HOLDINGS LIMITED,中升控股
882,TIANJIN DEVELOPMENT HOLDINGS LIMITED,天津發展
883,CNOOC LIMITED,中國海洋石油
884,CIFI HOLDINGS (GROUP) CO. LTD.,旭輝控股集團
885,RENTIAN TECHNOLOGY HOLDINGS LIMITED,仁天科技控股
886,SILVER BASE GROUP HOLDINGS LIMITED,銀基集團
887,EMPEROR WATCH & JEWELLERY LIMITED,諃皇鐘錶珠褐
888,BISON FINANCE GROUP LIMITED,貝森金融
889,DATRONIX HOLDINGS LIMITED,連達科技控股
891,TRINITY LIMITED,利邦
893,CHINA VANADIUM TITANO-MAGNETITE MINING COMPANY LIMITED,中國鐵鈦
894,MAN YUE TECHNOLOGY HOLDINGS LIMITED,萬裕科技
895,DONGJIANG ENVIRONMENTAL COMPANY LIMITED,東江環保
896,HANISON CONSTRUCTION HOLDINGS LIMITED,興勝創建
897,WAI YUEN TONG MEDICINE HOLDINGS LIMITED,位元堂
898,MULTIFIELD INTERNATIONAL HOLDINGS LIMITED,萬事昌國際
899,ASIA RESOURCES HOLDINGS LIMITED,亞洲資源
900,AEON CREDIT SERVICE (ASIA) COMPANY LIMITED,AEON CREDIT
901,GOLDSTONE INVESTMENT GROUP LIMITED,金石投資集團
902,"HUANENG POWER INTERNATIONAL, INC.",華能國際電力股份
904,CHINA GREEN (HOLDINGS) LIMITED,中綠
905,GLOBAL MASTERMIND CAPITAL LIMITED,環球大通投資
906,CPMC HOLDINGS LIMITED,中糧包裝
907,ELEGANCE OPTICAL INTERNATIONAL HOLDINGS LIMITED,高雅光學
909,MING YUAN CLOUD GROUP HOLDINGS LIMITED,明源雲
910,CHINA SANDI HOLDINGS LIMITED,中國三迪
911,QIANHAI HEALTH HOLDINGS LIMITED,前海健康
912,SUGA INTERNATIONAL HOLDINGS LIMITED,信佳國際
913,UNITY INVESTMENTS HOLDINGS LIMITED,合一投資
914,ANHUI CONCH CEMENT COMPANY LIMITED,海螺水泥
915,DAOHE GLOBAL GROUP LIMITED,道和環球
916,CHINA LONGYUAN POWER GROUP CORPORATION LIMITED,龍源電力
918,STATE ENERGY GROUP INTERNATIONAL ASSETS HOLDINGS LIMITED,國能國際資產
919,MODERN HEALTHCARE TECHNOLOGY HOLDINGS LIMITED,現代健康科技
921,"HISENSE HOME APPLIANCES GROUP CO., LTD.",海信家電
922,ANXIAN YUAN CHINA HOLDINGS LIMITED,安賢園中國
923,INTEGRATED WASTE SOLUTIONS GROUP HOLDINGS LIMITED,綜合環保集團
924,KHOON GROUP LIMITED,坤集團
925,BEIJING PROPERTIES (HOLDINGS) LIMITED,北京建設
926,BESUNYEN HOLDINGS COMPANY LIMITED,碧生源
927,FUJIKON INDUSTRIAL HOLDINGS LIMITED,富士高實業
928,LIFE HEALTHCARE GROUP LIMITED,蓮和醫療
929,IPE GROUP LIMITED,國際精密
931,CHINA LNG GROUP LIMITED,中國天然氣
932,SHUNTEN INTERNATIONAL (HOLDINGS) LIMITED,順騰國際控股
934,SINOPEC KANTONS HOLDINGS LIMITED,中石化冠德
935,DRAGON CROWN GROUP HOLDINGS LIMITED,龍翔集團
936,KAISA CAPITAL INVESTMENT HOLDINGS LIMITED,佳兆業資本
938,MAN SANG INTERNATIONAL LIMITED,民生國際
939,CHINA CONSTRUCTION BANK CORPORATION,建設銀行
941,CHINA MOBILE LIMITED,中國移動
943,ZHONGZHENG INTERNATIONAL COMPANY LIMITED,中證國際
945,MANULIFE FINANCIAL CORPORATION,宏利金融-S
947,"MOBI DEVELOPMENT CO., LTD.",摩比發展
948,ALPHA PROFESSIONAL HOLDINGS LIMITED,阿爾法企業
950,LEE'S PHARMACEUTICAL HOLDINGS LIMITED,李氏大藥廠
951,CHAOWEI POWER HOLDINGS LIMITED,超威動力
952,CHINA TONGHAI INTERNATIONAL FINANCIAL LIMITED,中國通海金融
953,SHAW BROTHERS HOLDINGS LIMITED,邵氏兄弟控股
954,CHANGMAO BIOCHEMICAL ENGINEERING COMPANY LIMITED,常茂生物
956,CHINA SUNTIEN GREEN ENERGY CORPORATION LIMITED,新天綠色能源
959,CENTURY ENTERTAINMENT INTERNATIONAL HOLDINGS LIMITED,世紀娛樂國際
960,LONGFOR GROUP HOLDINGS LIMITED,龍湖集團
966,CHINA TAIPING INSURANCE HOLDINGS COMPANY LIMITED,中國太平
967,SOUND GLOBAL LTD.,桑德國際
968,XINYI SOLAR HOLDINGS LIMITED,信義光能
969,HUA LIEN INTERNATIONAL (HOLDING) COMPANY LIMITED,華聯國際
970,SPARKLE ROLL GROUP LIMITED,耀萊集團
973,L'OCCITANE INTERNATIONAL S.A.,L'OCCITANE INTERNATIONAL S.A.
974,CHINA SHUN KE LONG HOLDINGS LIMITED,中國順客隆
975,MONGOLIAN MINING CORPORATION,MONGOLIAN MINING CORPORATION
976,CHIHO ENVIRONMENTAL GROUP LIMITED,齊合環保
978,CHINA MERCHANTS LAND LIMITED,招商局置地
979,GREEN ENERGY GROUP LIMITED,綠色能源科技集團
980,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",聯華超市
981,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,中芯國際
982,HUAFA PROPERTY SERVICES GROUP COMPANY LIMITED,華發物業服務
983,SOCAM DEVELOPMENT LIMITED,瑞安建業
984,"AEON STORES (HONG KONG) CO., LIMITED",永旺
985,CST GROUP LIMITED,中譽集團
986,CHINA ENVIRONMENTAL ENERGY INVESTMENT LIMITED,中國環保能源
987,CHINA RENEWABLE ENERGY INVESTMENT LIMITED,中國再生能源投資
988,SILK ROAD LOGISTICS HOLDINGS LIMITED,絲路物流控股
989,HUA YIN INTERNATIONAL HOLDINGS LIMITED,華音國際控股
990,THEME INTERNATIONAL HOLDINGS LIMITED,榮暉國際
991,"DATANG INTERNATIONAL POWER GENERATION CO.,LTD.",大唐發電
